상품명,가격,성분,나이,피부타입,피부고민,랭킹,리뷰수
넘버즈인 3번 도자기결 파데스킵 톤업베이지 50ml (SPF50+ PA++++),26000,"정제수, 징크옥사이드, 사이클로헥사실록세인, 프로판다이올, 프로필헵틸카프릴레이트, 카프릴릴메티콘, 트라이메틸실록시실리케이트, 폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 티타늄디옥사이드, 나이아신아마이드, 다이실록세인, 부틸옥틸살리실레이트, 병풀추출물, 호장근뿌리추출물, 황금추출물, 녹차추출물, 로즈마리잎추출물, 마트리카리아꽃추출물, 사철쑥추출물, 스페인감초뿌리추출물, 약모밀추출물, 티트리추출물, 로즈마리잎오일, 다이스테아다이모늄헥토라이트, 마그네슘설페이트, 트라이에톡시카프릴릴실레인, 1,2-헥산다이올, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 메틸메타크릴레이트크로스폴리머, 폴리메틸실세스퀴옥세인, 다이카프릴릴카보네이트, 글리세릴카프릴레이트, 카프릴릴글라이콜, 마이카, 알루미늄하이드록사이드, 에틸헥실글리세린, 퍼플루오로옥틸트라이에톡시실레인, 토코페롤, 부틸렌글라이콜, 펜틸렌글라이콜, 황색산화철, 적색산화철, 흑색산화철",20대,복합성,None,17,4844
조선미녀 맑은쌀선크림 50ml,18000,"정제수, 쌀추출물, 다이부틸아디페이트, 프로판다이올, 디에칠아미노하이드록시벤조일헥실벤조에이트, 폴리메틸실세스퀴옥세인, 에칠헥실트리아존, 나이아신아마이드, 메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀, 코코-카프릴레이트/카프레이트, 카프릴릴메티콘, 디에칠헥실부타미도트리아존, 글리세린, 부틸렌글라이콜, 쌀배아추출물, 녹차추출물, 락토바실러스/호박발효추출물, 바실러스/소이빈발효추출물, 사탕수수추출물, 자이언트켈프추출물, 코코넛야자열매추출물, 홍삼추출물, 홍차추출물, 모나스커스/쌀발효물, 펜틸렌글라이콜, 베헤닐알코올, 폴리C10-30알킬아크릴레이트, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 데실글루코사이드, 트로메타민, 카보머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 1,2-헥산다이올, 소듐스테아로일글루타메이트, 폴리아크릴레이트크로스폴리머-6, 에틸헥실글리세린, 아데노신, 잔탄검, 토코페롤, 락토바실러스/쌀발효물, 아스퍼질러스발효물, 효모/쌀발효여과액",30대,"건성, 복합성",None,18,302
에스트라 더마UV365 장벽수분 무기자차 선크림 40ml 1+1 기획,31000,"정제수, 징크옥사이드, 사이클로헥사실록세인, 프로판다이올, 부틸옥틸살리실레이트, 프로필헵틸카프릴레이트, 아이소도데케인, 폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 카프릴릴메티콘, 다이실록세인, 다이스테아다이모늄헥토라이트, 마그네슘설페이트, 트라이에톡시카프릴릴실레인, 1,2-헥산다이올, 폴리메틸실세스퀴옥세인, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 알란토인, 카프릴릴글라이콜, 글리세릴카프릴레이트, 에틸헥실글리세린, 소듐하이알루로네이트, 세라마이드엔피, 토코페롤, 소듐아세틸레이티드하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드",20대,복합성,None,19,1725
[베스트밀착차단] 셀퓨전씨 레이저 썬스크린 더블기획 (35ml+35ml),29400,"정제수, 사이클로펜타실록산, 에칠헥실메톡시신나메이트, 부틸렌글라이콜, 에칠헥실살리실레이트, 징크옥사이드, 디카프릴릴카보네이트, 디프로필렌글라이콜, 티타늄디옥사이드, 라우릴피이지-8디메치콘, 피이지-10디메치콘, 디메치콘, 디스테아디모늄헥토라이트, 토코페릴아세테이트, 마그네슘설페이트, 디메치콘/비닐디메치콘크로스폴리머, 메칠메타크릴레이트크로스폴리머,페닐트리메치콘, 알루미늄하이드록사이드, 알루미늄스테아레이트, 메치콘, 폴리글리세릴-6폴리리시놀리에이트, 글리세릴카프릴레이트, 카프릴릴글라이콜, 디소듐이디티에이, 유비퀴논, 하이드롤라이즈드콜라겐, 아세틸헥사펩타이드-8, 향료, 페녹시에탄올, 하이드록시시트로넬알, 부틸페닐메틸프로피오날, 리날룰, 시트로넬올, 헥실신나몰, 알파-아이소메틸아이오논",20대,복합성,None,20,8940
메이크프렘 유브이 디펜스 미 노 세범 선크림 40ml 1+1 기획,28000,"정제수,징크옥사이드,사이클로헥사실록세인,부틸옥틸살리실레이트,프로판다이올,프로필헵틸카프릴레이트,아이소도데케인,카프릴릴메티콘,폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘,메틸메타크릴레이트크로스폴리머,메틸트라이메티콘,센티드제라늄추출물,달맞이꽃꽃추출물,당느릅나무뿌리추출물,대왕송잎추출물,칡뿌리추출물,바실러스/소이빈발효추출물,연필향나무오일,리씨열매오일,소듐하이알루로네이트,베티버뿌리오일,소두구씨오일,푸른연꽃수,다이스테아다이모늄헥토라이트,마그네슘설페이트,트라이에톡시카프릴릴실레인,1,2-헥산다이올,폴리글리세릴-2다이폴리하이드록시스테아레이트,폴리메틸실세스퀴옥세인,라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘,글리세릴카프릴레이트,카프릴릴글라이콜,에틸헥실글리세린,토코페롤,부틸렌글라이콜,폴릭애씨드",30대,"지성, 복합성",None,21,1478
김정문알로에 큐어 알로에 수딩젤 리뉴얼 150ml 1+1기획,9900,"알로에베라잎즙(89.4%),디프로필렌글라이콜,1,2-헥산디올,에탄올,글리세린,트로메타민,카보머,피이지-40하이드로제네이티드캐스터오일,피피지-26-부테스-26,향료,디소듐이디티에이,마치현추출물,베타인,판테놀,정제수,포타슘소르베이트,부틸렌글라이콜,뽕나무뿌리추출물,세이지잎추출물,칸델라브라알로에잎추출물,트레할로스,화이트윌로우껍질추출물,락토바실러스/콩발효추출물,오레가노잎추출물,육계추출물,황금추출물,편백나무잎추출물,로즈마리잎추출물,히비스커스꽃추출물,홍화추출물",20대,"건성, 복합성",None,22,1329
[더보이즈 큐PICK]듀이트리 어반쉐이드 더마 판테놀5 수분 장벽 선 1+1기획(40ml+40ml),30000,"정제수, 징크옥사이드, 사이클로헥사실록세인, 부틸옥틸살리실레이트, 판테놀, 프로판다이올, 프로필헵틸카프릴레이트, 아이소도데케인, 폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 카프릴릴메티콘, 메틸메타크릴레이트크로스폴리머, 다이스테아다이모늄헥토라이트, 다시마추출물, 한련초잎추출물, 비타민나무열매오일, 자작나무수액, 하이드로제네이티드레시틴, 마그네슘설페이트, 트라이에톡시카프릴릴실레인, 1,2-헥산다이올, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 글리세릴카프릴레이트, 카프릴릴글라이콜, 에틸헥실글리세린, 토코페롤, 세라마이드엔피, 알란토인, 베타-시토스테롤, 피토스테롤, 글리세린, 다이프로필렌글라이콜, 부틸렌글라이콜, 프룩토올리고사카라이드, 베타-글루칸, 하이드롤라이즈드하이알루로닉애씨드",20대,"건성, 복합성",None,23,201
[디렉터파이개발]에뛰드 순정 디렉터 수분 선크림 1+1기획(50ml+50ml),25000,"정제수, 다이부틸아디페이트, 프로판다이올, 부틸렌글라이콜, 에칠헥실트리아존, 테레프탈릴리덴디캠퍼설포닉애씨드, 폴리글리세릴-3다이스테아레이트, 트로메타민, 1,2-헥산다이올, 펜틸렌글라이콜, 세테아릴알코올, 디에칠아미노하이드록시벤조일헥실벤조에이트, 폴리실리콘-15, 글리세릴스테아레이트, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 포타슘세틸포스페이트, 메틸프로판다이올, 실리카, 카보머, 병풀추출물, 글리세릴스테아레이트시트레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 에틸헥실글리세린, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 폴리에터-1, 다이소듐이디티에이, 바이오사카라이드검-1, 알란토인, 판테놀, 토코페롤, 마데카소사이드",20대,"건성, 복합성",None,24,6996
[증량기획] 에스쁘아 워터 스플래쉬 선크림 세라마이드 60ml+20ml 세트,22000,"정제수, 부틸렌글라이콜, C12-15알킬벤조에이트, 에칠헥실메톡시신나메이트, 티타늄디옥사이드, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 디에칠아미노하이드록시벤조일헥실벤조에이트, 사이클로펜타실록세인, 실리카, 사이클로헥사실록세인, 다이페닐실록시페닐트라이메티콘, 1,2-헥산다이올, 폴리아크릴레이트-13, 알루미늄스테아레이트, 폴리하이드록시스테아릭애씨드, 알루미나, 폴리아이소부텐, 스테아릭애씨드, 향료, 카프릴릴글라이콜, 카보머, 다이소듐이디티에이, 에틸헥실글리세린, 폴리솔베이트20, 솔비탄아이소스테아레이트, 적색산화철, 황색산화철, 세라마이드엔피, 프로판다이올, 비에이치티, 병풀꽃/잎/줄기추출물, 창포뿌리추출물, 토코페롤, 아세틸테트라펩타이드-5",20대,"건성, 복합성",None,25,1894
[디렉터파이개발]에뛰드 순정 디렉터 무기자차 선크림 1+1기획 (50ml+50ml),25000,"정제수, 아이소노닐아이소노나노에이트, 징크옥사이드, 프로판다이올, C12-15알킬벤조에이트, 부틸옥틸살리실레이트, 티타늄디옥사이드, 실리카, 헥실라우레이트, 아크릴레이트코폴리머, 아이소트라이데실아이소노나노에이트, 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 폴리글리세릴-2아이소스테아레이트, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 마그네슘설페이트, 1,2-헥산다이올, 다이스테아다이모늄헥토라이트, 다이메티콘크로스폴리머, 브이피/헥사데센코폴리머, 코코-카프릴레이트/카프레이트, 폴리하이드록시스테아릭애씨드, 폴리글리세릴-6폴리리시놀리에이트, 솔비탄세스퀴올리에이트, 트라이에톡시카프릴릴실레인, 병풀추출물, 폴리C10-30알킬아크릴레이트, 알루미늄하이드록사이드, 솔비탄아이소스테아레이트, 스테아릭애씨드, 폴리글리세릴-6폴리하이드록시스테아레이트, 피브이피, 병풀꽃/잎/줄기추출물, 폴리글리세린-6, 에틸헥실글리세린, 토코페롤, 아스코빌팔미테이트, 판테놀, 마데카소사이드, 아시아티코사이드, 병풀잎추출물",20대,복합성,None,26,3472
토코보 바이오 워터리 선크림 50mL SPF50+ PA++++,24000,"정제수, 다이부틸아디페이트, 프로판다이올, 에칠헥실트리아존, 테레프탈릴리덴디캠퍼설포닉애씨드, 폴리글리세릴-3다이스테아레이트, 나이아신아마이드, 트로메타민, 세테아릴알코올, 1,2-헥산다이올, 디에칠아미노하이드록시벤조일헥실벤조에이트, 펜틸렌글라이콜, 폴리실리콘-15, 녹두추출물, 코튼추출물, 고삼뿌리추출물, 장엽대황뿌리/줄기추출물, 황금추출물, 황벽나무껍질추출물, 달맞이꽃꽃추출물, 당느릅나무뿌리추출물, 대왕송잎추출물, 칡뿌리추출물, 소듐하이알루로네이트, 코튼씨오일, 폴리메틸실세스퀴옥세인, 소듐폴리아크릴로일다이메틸타우레이트, 글리세릴스테아레이트, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 포타슘세틸포스페이트, 글리세린, 글리세릴스테아레이트시트레이트, 이눌린라우릴카바메이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 에틸헥실글리세린, 아데노신, 부틸렌글라이콜, 토코페롤, 향료",20대,"건성, 복합성",None,27,1323
[프롬젤라PICK] 톤핏선 비건 파데프리 핑베 테라조쿠션 SPF50+ PA++++,24000,"정제수, 징크옥사이드, 부틸렌글라이콜다이카프릴레이트/다이카프레이트, 티타늄디옥사이드, 아이소도데케인, 부틸렌글라이콜, 부틸옥틸살리실레이트, 헥실라우레이트, 폴리글리세릴-3폴리리시놀리에이트, 나이아신아마이드, 트라이메틸실록시실리케이트, C18-21알케인,티타늄디옥사이드 (CI 77891), 마그네슘설페이트, 폴리글리세릴-3다이아이소스테아레이트, 폴리글리세릴-4아이소스테아레이트, 알루미늄하이드록사이드, 카프릴릭/카프릭글리세라이즈, 스테아릭애씨드, 실리카, 쿼터늄-90벤토나이트, 폴리메틸메타크릴레이트, 마이카, C13-14아이소알케인, 아크릴레이트/폴리트라이메틸실록시메타크릴레이트코폴리머, 트라이에톡시카프릴릴실레인, 1,2-헥산다이올, 폴리글리세릴-3리시놀리에이트, 트라이메틸실록시실리케이트/다이메티콘올크로스폴리머,레시틴, 폴리하이드록시스테아릭애씨드, 아데노신, 아이소스테아릭애씨드, 아이소프로필미리스테이트, 에틸렌/프로필렌/스타이렌코폴리머, 에틸헥실팔미테이트, 메티콘, 부틸렌/에틸렌/스타이렌코폴리머, 스쿠알란, 폴리글루타믹애씨드, 펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트, 사과추출물, 향료, 황색산화철, 적색산화철",30대,복합성,None,28,690
라운드랩 자작나무 수분 톤업 선크림 50ml 기획(클렌저 20ml 증정),25000,"[본품 : 자작나무 수분 톤업 선크림]
정제수, 프로판다이올, 다이부틸아디페이트, 티타늄디옥사이드 (CI 77891), 비스-에칠헥실옥시페놀메톡시페닐트리아진, 부틸렌글라이콜, 디에칠아미노하이드록시벤조일헥실벤조에이트, 메틸트라이메티콘, 부틸옥틸살리실레이트, 나이아신아마이드, 페네틸벤조에이트, 아이소노닐아이소노나노에이트, 폴리메틸실세스퀴옥세인, 1,2-헥산다이올, 자작나무수액, 소듐하이알루로네이트, 하이알루로닉애씨드, 글리세릴글루코사이드, 개똥쑥추출물, 캐모마일꽃오일, 구주소나무잎오일, 알란토인, 다이포타슘글리시리제이트, 판테놀, 녹차씨오일, 효모발효추출물, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 에칠헥실트리아존, 펜틸렌글라이콜, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 폴리실리콘-15, 스테아릭애씨드, 팔미틱애씨드, 폴리하이드록시스테아릭애씨드, 포타슘세틸포스페이트, 알루미늄하이드록사이드, 글리세릴스테아레이트, 하이드록시아세토페논, 폴리C10-30알킬아크릴레이트, 아이소도데케인, 옥틸도데칸올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 트로메타민, 하이드로제네이티드레시틴, 비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머, 폴리글리세릴-4아이소스테아레이트, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 아이소프로필티타늄트라이아이소스테아레이트, 아데노신, 소듐폴리아크릴레이트, 솔비탄아이소스테아레이트, 폴리메틸메타크릴레이트, 글리세릴카프릴레이트, 글리세린, 아스코빅애씨드, C12-16알코올, 세테아릴알코올, 다이소듐이디티에이, 황색산화철 (CI 77492), 적색산화철 (CI 77491), 흑색산화철 (CI 77499)

[증정품 : 자작나무 수분 클렌저]
정제수, 글리세린, 소듐코코일알라니네이트, 라우릴하이드록시설테인, 다이소듐코코암포다이아세테이트, 소듐메틸코코일타우레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 자작나무수액(10,000ppm), 부틸렌글라이콜, 소듐하이알루로네이트, 하이알루로닉애씨드, 소듐클로라이드, 글리세릴글루코사이드, 아스코빅애씨드, 1,2-헥산다이올, 개똥쑥추출물, 캐모마일꽃오일, 구주소나무잎오일, 퀼라자껍질추출물, 카프릴릴글라이콜, 코코-글루코사이드, 글리세릴카프릴레이트, 소듐코코일이세티오네이트, 헥실렌글라이콜, 시트릭애씨드, 다이소듐이디티에이",30대,"건성, 복합성",None,29,1008
[무기자차논나노] 로벡틴 아쿠아 수딩 선크림 35ml 1+1 기획세트,42000,"정제수, 징크옥사이드, 사이클로헥사실록세인, 부틸옥틸살리실레이트, 프로판다이올, 프로필헵틸카프릴레이트, 다이카프릴릴에터, 카프릴릴메티콘, 폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 나이아신아마이드, 별꽃추출물, 해바라기꽃추출물, 월귤추출물, 케이프알로에잎추출물, 병풀추출물, 다이스테아다이모늄헥토라이트, 마그네슘설페이트, 트라이에톡시카프릴릴실레인, 1,2-헥산다이올, 메틸메타크릴레이트크로스폴리머, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 부틸렌글라이콜, 글리세릴카프릴레이트, 카프릴릴글라이콜, 에틸헥실글리세린, 아데노신, 락토바실러스발효물, 토코페롤, 글리세릴글루코사이드, 글리세린",20대,복합성,None,30,177
메이크프렘 유브이 디펜스 미 카밍톤업선크림 40ml 1+1 기획,28000,"정제수,징크옥사이드,프로필헵틸카프릴레이트,프로판다이올,티타늄디옥사이드,다이실록세인,다이카프릴릴에터,부틸렌글라이콜다이카프릴레이트/다이카프레이트,부틸옥틸살리실레이트,카프릴릴메티콘,폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트,칼라민,트라이메틸실록시실리케이트,밤부사 불가리스수,프룩탄,해바라기씨오일불검화물,토코페롤,서양배추출물,복숭아추출물,멜론추출물,서양송악잎/줄기추출물,드럼스틱씨추출물,풍선덩굴꽃/잎/덩굴추출물,로즈마리잎추출물,다마스크장미꽃수,커먼자스민꽃수,양까막까치밥나무씨오일,해바라기씨오일,다이스테아다이모늄헥토라이트,마그네슘설페이트,메틸메타크릴레이트크로스폴리머,스테아릭애씨드,알루미늄하이드록사이드,트라이에톡시카프릴릴실레인,폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘,1,2-헥산다이올,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,폴리메틸실세스퀴옥세인,글리세릴카프릴레이트,카프릴릴글라이콜,에틸헥실글리세린,옥틸도데칸올,말토덱스트린,부틸렌글라이콜",40대 이상,복합성,None,31,2873
[박세리 공동개발  대용량 출시] AHC 마스터즈 에어리치 선스틱 22g,21000,"메틸메타크릴레이트크로스폴리머, 폴리에틸렌, 카프릴릴메티콘, 코코-카프릴레이트/카프레이트, 에틸헥실팔미테이트, 아이소프로필팔미테이트, 다이카프릴릴카보네이트, 합성플루오르플로고파이트, 다이부틸아디페이트, 디에칠아미노하이드록시벤조일헥실벤조에이트, 오조케라이트, 비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머, 에칠헥실트리아존, 비닐다이메티콘, 폴리실리콘-15, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 병풀추출물, 베르가모트오일, 글리세릴카프릴레이트, 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 트라이에톡시카프릴릴실레인, 토코페롤, 칼라민, 마데카식애씨드, 아시아티코사이드, 아시아틱애씨드, 리모넨, 리날룰, 유제놀",20대,"지성, 복합성",None,32,5693
아떼 비건 릴리프 선 에센스 대용량 기획 (70ml+40ml),42000,"정제수,프로판다이올,사이클로펜타실록세인,에칠헥실살리실레이트,호모살레이트,다이부틸아디페이트,나이아신아마이드,비스-에칠헥실옥시페놀메톡시페닐트리아진,메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀,폴리메틸실세스퀴옥세인,폴리실리콘-15,디에칠아미노하이드록시벤조일헥실벤조에이트,카프릴릴메티콘,락토바실러스/소이밀크발효여과물,락토바실러스/호밀가루발효물,바실러스/소이빈발효추출물,피그미핑크캘러스배양추출물,포도주,아르니카 몬타나꽃추출물,1,2-헥산다이올,펜틸렌글라이콜,글리세린,베헤닐알코올,실리카,폴리글리세릴-3메틸글루코오스다이스테아레이트,트로메타민,데실글루코사이드,카보머,부틸렌글라이콜,판테놀,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,소듐폴리아크릴레이트,소듐스테아로일글루타메이트,폴리아크릴레이트크로스폴리머-6,아이소말트,에틸헥실글리세린,아데노신,폴리에터-1,프로필렌글라이콜,잔탄검,소듐하이알루로네이트,t-부틸알코올,타라검,레시틴,말토덱스트린,토코페롤,소듐벤조에이트,시트릭애씨드,향료",20대,"건성, 복합성",None,33,1679
[올영1위812만개 판매] 달바 워터풀 마일드 선크림 듀오 기획 (50ml+50ml),51000,"정제수, C12-15알킬벤조에이트, 티타늄디옥사이드, 벤조트라이아졸릴도데실p-크레솔, 프로판다이올, 부틸옥틸살리실레이트, 카프릴릴메티콘, 1,2-헥산다이올, 폴리메틸실세스퀴옥세인, 알루미늄스테아레이트, 폴리하이드록시스테아릭애씨드, 펜틸렌글라이콜, 인도멀구슬나무꽃추출물, 인도멀구슬나무잎추출물, 울금뿌리추출물, 홀리바질잎추출물, 참산호말추출물, 풍선덩굴꽃/잎/덩굴추출물, 가시대나무줄기추출물, 쇠비름추출물, 병풀추출물, 버지니아풍년화추출물, 사탕수수추출물, 약모밀추출물, 에델바이스추출물, 유럽라임나무꽃추출물, 커먼자스민꽃추출물, 편백잎추출물, 흰서양송로추출물, 오렌지오일, 필리핀오렌지껍질오일, 리씨열매오일, 에키움 플란타기네움씨오일, 솔잣나무잎/너트/줄기오일, 녹차수, 자작나무수액, 일랑일랑꽃오일, 카프릴릭/카프릭트라이글리세라이드, 알루미나, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 폴리아크릴레이트크로스폴리머-6, 하이드록시프로필메틸셀룰로오스스테아록시에터, 소듐스테아로일글루타메이트, 에틸헥실글리세린, 옥틸도데칸올, 스테아릭애씨드, t-부틸알코올, 알란토인, 해바라기씨오일불검화물, 글리세린, 토코페롤, 마데카소사이드, 베타인, 하이드롤라이즈드하이알루로닉애씨드, 부틸렌글라이콜, 베타-글루칸, 리모넨, 시트랄",20대,"건성, 복합성",None,34,964
