상품명,가격,성분,나이,피부타입,피부고민,랭킹,리뷰수
AHC 누드 톤업 크림 내추럴 글로우 40ml,29000,"크림: 정제수,카프릴릭/카프릭트라이글리세라이드,프로필렌글라이콜다이벤조에이트,다이프로필렌글라이콜,티타늄디옥사이드 (CI 77891),디에칠아미노하이드록시벤조일헥실벤조에이트,에칠헥실트리아존,코코-카프릴레이트/카프레이트,부틸렌글라이콜,비스-에칠헥실옥시페놀메톡시페닐트리아진,1,2-헥산다이올,나이아신아마이드,캐스터오일/아이피디아이코폴리머,병풀추출물,폴리글리세릴-2아이소스테아레이트,글리세린,다이스테아다이모늄헥토라이트,황색산화철,폴리글리세릴-6폴리리시놀리에이트,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,아이소프로필티타늄트라이아이소스테아레이트,소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,알루미늄하이드록사이드,솔비탄아이소스테아레이트,폴리아이소부텐,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,잔탄검,적색산화철,향료,향료,아데노신,카프릴릴/카프릴글루코사이드,솔비탄올리에이트,흑색산화철,부들레야추출물,타임추출물,치자꽃추출물,아스코빅애씨드,록샘파이어캘러스배양여과물,토코페롤,우레아,합성플루오르플로고파이트,다이소듐포스페이트,콜라겐추출물,바이오틴,시트릭애씨드,소듐하이알루로네이트,알루미나,트라이에톡시카프릴릴실레인,실리카,C20-24올레핀,틴옥사이드,하이드록시프로필트라이모늄하이알루로네이트,하이드롤라이즈드하이알루로닉애씨드,소듐아세틸레이티드하이알루로네이트,하이알루로닉애씨드,하이드롤라이즈드소듐하이알루로네이트,소듐하이알루로네이트크로스폴리머,포타슘하이알루로네이트 스틱: C12-15알킬벤조에이트,티타늄디옥사이드,하이드로제네이티드폴리아이소부텐,옥토크릴렌,합성왁스,에칠헥실메톡시신나메이트,에칠헥실살리실레이트,아이소노닐아이소노나노에이트,하이드로제네이티드폴리데센,카프릴릭/카프릭트라이글리세라이드,오조케라이트,디에칠아미노하이드록시벤조일헥실벤조에이트,비스-에칠헥실옥시페놀메톡시페닐트리아진,토코페릴아세테이트,폴리아이소부텐,마이카,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,합성플루오르플로고파이트,실리카,메틸메타크릴레이트크로스폴리머,솔비탄세스퀴올리에이트,폴리글리세릴-6폴리리시놀리에이트,부들레야잎추출물,타임꽃/잎추출물,병풀추출물,소듐하이알루로네이트,에틸렌/프로필렌/스타이렌코폴리머,글리세릴베헤네이트/에이코사디오에이트,알파-비사보롤,스테아랄코늄헥토라이트,스테아랄코늄헥토라이트,스테아랄코늄헥토라이트,알루미늄하이드록사이드,프로필렌카보네이트,폴리하이드록시스테아릭애씨드,프로필렌글라이콜다이카프릴레이트/다이카프레이트,부틸렌/에틸렌/스타이렌코폴리머,레시틴,아이소스테아릭애씨드,아이소프로필미리스테이트,에틸헥실팔미테이트,폴리글리세릴-3폴리리시놀리에이트,토코페롤,우레아,다이소듐포스페이트,정제수,펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트,바이오틴,아스코빅애씨드,하이드롤라이즈드콜라겐,다이메티콘,글리세린,부틸렌글라이콜,시트릭애씨드,다이메티콘/비닐다이메티콘크로스폴리머,1,2-헥산다이올,다이메틸실란올하이알루로네이트,하이드롤라이즈드소듐하이알루로네이트,하이드롤라이즈드하이알루로닉애씨드,소듐하이알루로네이트다이메틸실란올,소듐하이알루로네이트크로스폴리머,아세틸테트라펩타이드-5,포타슘하이알루로네이트,하이드록시프로필트라이모늄하이알루로네이트,하이알루로닉애씨드,소듐아세틸레이티드하이알루로네이트,향료,데하이드로아세틱애씨드,적색산화철,흑색산화철,황색산화철",40대 이상,건성,None,66,2
마녀공장 파데프리 선크림 50ml,28000,"정제수, 징크옥사이드, 사이클로헥사실록세인, 부틸옥틸살리실레이트, 프로판다이올, 프로필헵틸카프릴레이트, 티타늄디옥사이드, 카프릴릴메티콘, 폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 나이아신아마이드, 메틸트라이메티콘, 트라이메틸실록시실리케이트, 코튼추출물, 하이드롤라이즈드식물성단백질, 부틸렌글라이콜, 다이스테아다이모늄헥토라이트, 마그네슘설페이트, 트라이에톡시카프릴릴실레인, 1,2-헥산다이올, 메틸메타크릴레이트크로스폴리머, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 다이카프릴릴카보네이트, 글리세릴카프릴레이트, 합성플루오르플로고파이트, 카프릴릴글라이콜, 마이카, 에틸헥실글리세린, 토코페롤, 말토덱스트린, 아데노신, 황색산화철, 적색산화철, 흑색산화철",20대,복합성,None,67,231
[단독기획] 토리든 다이브인 무기자차 마일드 선크림 60ml 기획 (+20ml 추가 증정),25000,"정제수, 징크옥사이드, 사이클로헥사실록세인, 부틸옥틸살리실레이트, 프로필헵틸카프릴레이트, 프로판다이올, 다이카프릴릴카보네이트, 아이소도데케인, 폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 카프릴릴메티콘, 소듐하이알루로네이트, 하이알루로닉애씨드, 하이드롤라이즈드소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 다이메틸실란올하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 소듐하이알루로네이트다이메틸실란올, 판테놀, 알란토인, 트레할로오스, 세라마이드엔피, 버지니아풍년화추출물, 쇠비름추출물, 캐모마일꽃추출물, 호호바씨오일, 2,3-부탄다이올, 다이스테아다이모늄헥토라이트, 마그네슘설페이트, 트라이에톡시카프릴릴실레인, 메틸메타크릴레이트크로스폴리머, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 글리세릴카프릴레이트, 카프릴릴글라이콜, 부틸렌글라이콜, 토코페롤, 에틸헥실글리세린, 1,2-헥산다이올, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 아이비고드열매추출물, 가지열매추출물, 알로에베라꽃추출물, 울금뿌리추출물, 참산호말추출물, 홀리바질잎추출물, 녹차추출물, 말라카이트추출물",30대,"건성, 복합성",None,68,1267
[단독기획] 휘게 비건 선크림 더블 기획(35ml+35ml),24300,"정제수, 에탄올, 디에칠아미노하이드록시벤조일헥실벤조에이트, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 부틸옥틸살리실레이트, 다이부틸아디페이트, 에칠헥실트리아존, 헥실라우레이트, 나이아신아마이드, 폴리메틸실세스퀴옥세인, 카프릴릴메티콘, 소듐아크릴레이트크로스폴리머-2, 클로렐라 불가리스추출물, 사탕무뿌리추출물, 이소아밀p-메톡시신나메이트, 폴리실리콘-15, 1,2-헥산다이올, 펜틸렌글라이콜, 부틸렌글라이콜, 글루코오스, 소듐폴리아크릴로일다이메틸타우레이트, 하이드록시아세토페논, 폴리아크릴레이트크로스폴리머-6, 프룩토올리고사카라이드, 프룩토오스, 에틸헥실올리베이트, 소듐아크릴레이트코폴리머, 폴리글리세릴-4올리에이트, 아데노신, 에틸헥실글리세린, 다이소듐이디티에이",20대,"건성, 복합성",None,69,332
피지오겔 레드수딩 AI 센서티브 UV썬스크린 40ml,30000,"정제수, 에칠헥실메톡시신나메이트, 에칠헥실살리실레이트, C12-15알킬벤조에이트, 사이클로펜타실록세인, 다이프로필렌글라이콜, 페닐벤즈이미다졸설포닉애씨드, 포타슘세틸포스페이트, 티타늄디옥사이드, 글리세린, 세테아릴알코올, 세틸에틸헥사노에이트, 하이드로제네이티드폴리아이소부텐, 트로메타민, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 1,2-헥산다이올, 디에칠아미노하이드록시벤조일헥실벤조에이트, 판테놀, 이눌린라우릴카바메이트, 글리세릴카프릴레이트, 글리세릴스테아레이트, 폴리메틸메타크릴레이트, 알루미늄스테아레이트, 마그네슘알루미늄실리케이트, 폴리하이드록시스테아릭애씨드, 세테아릴올리베이트, 솔비탄올리베이트, 알루미나, 잔탄검, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 팔미타마이드엠이에이, 소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 아세타마이드엠이에이, 베티버뿌리오일, 트라이소듐이디티에이, 사코신, 아이소헥사데칸, 후추열매오일, 생강오일, 카프릴릭/카프릭트라이글리세라이드, 육계잎오일, 아라키딜알코올, 다마스크장미꽃오일, 스쿠알란, 시어버터, 베헤닐알코올, 아라키딜글루코사이드, 하이드로제네이티드레시틴, 세라마이드엔피, 콜레스테롤, 스테아릭애씨드, 카보머, 글루코오스",40대 이상,"건성, 복합성",None,70,277
로레알파리 UV 디펜더 선크림 50ml 4종 (데일리톤업오일프리아쿠아),26000,정제수 에칠헥실메톡시신나메이트 드로메트리졸트리실록산 글리세린 프로필렌글라이콜 다이메티콘 티타늄디옥사이드 변성알코올 테레프탈릴리덴디캠퍼설포닉애씨드 디에칠아미노하이드록시벤조일헥실벤조에이트 트라이에탄올아민 비스-에칠헥실옥시페놀메톡시페닐트리아진 스테아릭애씨드 티타늄디옥사이드 포타슘세틸포스페이트 적색산화철/황색산화철/흑색산화철 아스코빌글루코사이드 토코페롤 소듐코코일사코시네이트 소듐시트레이트 소듐클로라이드 페녹시에탄올 피이지-100스테아레이트 팔미틱애씨드 리모넨 만니톨 잔탄검 리날룰 트로메타민 카프릴릴글라이콜 알파-아이소메틸아이오논 카보머 미리스틱애씨드 다이소듐이디티에이 세틸알코올 부틸렌글라이콜 비에이치티 시어버터씨드케이크추출물 비트레오스실라발효물 알루미늄하이드록사이드 헥실신남알 글리세릴스테아레이트 향료,"20대,30대,40대 이상","건성, 복합성",None,71,139
닥터올가 프리미엄 선프로텍션 크림 60ml (톤업 선크림),38000,"알로에베라잎즙, 다이카프릴릴카보네이트, 징크옥사이드, 사이클로펜타실록세인, 티타늄디옥사이드, 사이클로헥사실록세인, 부틸렌글라이콜, 폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 카프릴릭/카프릭트라이글리세라이드, 프로판다이올, 옥틸도데칸올, 글리세린, 스테아릭애씨드, 펜틸렌글라이콜, 비즈왁스, 1,2-헥산다이올, 마그네슘설페이트, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 칸데릴라왁스, 알루미늄하이드록사이드, 알파-비사보롤, 자일리틸글루코사이드, 폴리글리세릴-3다이아이소스테아레이트, 글리세릴카프릴레이트, 안하이드로자일리톨, 정제수, 자일리톨, C30-45알킬세테아릴다이메티콘크로스폴리머, 병풀추출물, 호호바씨오일, 해바라기씨오일, 호박씨오일, 황색산화철, 소듐글루코네이트, 글루코오스, 에틸헥실글리세린, 잔탄검, 아데노신, 다이포타슘글리시리제이트, 적색산화철, 흰버드나무껍질추출물, 오레가노잎추출물, 편백잎추출물, 황금추출물, 장미꽃오일, 쇠비름추출물, 락토바실러스/콩발효추출물, 육계나무껍질추출물",30대,"건성, 복합성",None,72,167
조선미녀 인삼선세럼 50ml,21000,"정제수, 인삼추출물, 다이부틸아디페이트, 디에칠아미노하이드록시벤조일헥실벤조에이트, 비스-에틸헥실옥시페놀메톡시페닐트라이아진, 에탄올, 아크릴레이트코폴리머, 부틸옥틸살리실레이트, C12-15알킬벤조에이트, 에칠헥실트리아존, 나이아신아마이드, 페네틸벤조에이트, 인삼열매추출물, 인삼전초추출물, 인삼잎/줄기추출물, 실리카, 메틸프로판다이올, 올리브오일, 발삼아미리스껍질오일, 안젤리카뿌리오일, 비터오렌지잎/잔가지오일, 갈바눔수지오일, 커먼자스민오일, 홍삼추출물, 이소아밀-p-메톡시신나메이트, 폴리실리콘-15, 폴리메틸실세스퀴옥세인, 1,2-헥산다이올, 다이부틸라우로일글루타마이드, 펜틸렌글라이콜, 다이부틸에틸헥사노일글루타마이드, 암모늄아크릴로일다이메틸타우레이트/브이피코폴 리머, 소듐아크릴레이트크로스폴리머-2, 소듐폴리아크릴로일다이메틸타우레이트, C30-45알킬다이메틸실릴폴리프로필실세스퀴옥세인, 하이드록시아세토페논, 아데노신, 글리세린, 부틸렌글라이콜, 에틸헥산다이올, 토코페롤, 에틸헥실글리세린, 잔탄검, 다이소듐이디티에이",30대,"건성, 복합성",None,73,16
[NEW] 에스쁘아 워터 스플래쉬 선크림 세라마이드 60ml,22000,"정제수, 부틸렌글라이콜, C12-15알킬벤조에이트, 에칠헥실메톡시신나메이트, 티타늄디옥사이드, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 디에칠아미노하이드록시벤조일헥실벤조에이트, 사이클로펜타실록세인, 실리카, 사이클로헥사실록세인, 다이페닐실록시페닐트라이메티콘, 1,2-헥산다이올, 폴리아크릴레이트-13, 알루미늄스테아레이트, 폴리하이드록시스테아릭애씨드, 알루미나, 폴리아이소부텐, 스테아릭애씨드, 향료, 카프릴릴글라이콜, 카보머, 다이소듐이디티에이, 에틸헥실글리세린, 폴리솔베이트20, 솔비탄아이소스테아레이트, 적색산화철, 황색산화철, 세라마이드엔피, 프로판다이올, 비에이치티, 병풀꽃/잎/줄기추출물, 창포뿌리추출물, 토코페롤, 아세틸테트라펩타이드-5",20대,"건성, 복합성",None,74,1895
[더보이즈 큐PICK]듀이트리 어반쉐이드 커버 앤 핏 선 1+1기획(40ml+40ml),24000,"정제수, 티타늄디옥사이드, 페닐트라이메티콘, 부틸렌글라이콜, 부틸옥틸살리실레이트, 사이클로펜타실록세인, 글리세린, 아이소도데케인, 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 부틸렌글라이콜다이카프릴레이트/다이카프레이트, 나이아신아마이드, 다이메티콘, 폴리메틸메타크릴레이트, 폴리글리세릴-3폴리리시놀리에이트, 폴리메틸실세스퀴옥세인, 소듐클로라이드, 황색산화철, 다이스테아다이모늄헥토라이트, 트라이메틸실록시실리케이트, 다이메티콘/비닐다이메티콘크로스폴리머, 솔비탄아이소스테아레이트, 알루미늄하이드록사이드, 솔비탄세스퀴올리에이트, 합성비즈왁스, 마이카, 프로판다이올, 쇠비름추출물, 스테아릭애씨드, 판테놀, 다이실록세인, 트라이에톡시카프릴릴실레인, 소듐벤조에이트, 적색산화철, 트라이메틸실록시실리케이트/다이메티콘올크로스폴리머, 프로필렌카보네이트, 포타슘솔베이트, 실리카, 자작나무수액, 폴리하이드록시스테아릭애씨드, 불가리스쑥오일, 다이소듐이디티에이, 흑색산화철, 아데노신, 다이소듐스테아로일글루타메이트, 에틸헥실팔미테이트, 아이소프로필미리스테이트, 아이소스테아릭애씨드, 레시틴, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트, 1,2-헥산다이올, 바오밥나무씨추출물, 쇠뜨기추출물, 올리브나무잎추출물, 크랜베리추출물, 프룩탄, 회화나무꽃추출물",20대,복합성,None,75,977
케어존 데일리&패밀리 선크림 시즌 특별기획,20000,"[정품]사이클로펜타실록산, 정제수, 징크옥사이드, 부틸렌글라이콜, 피이지-10디메치콘, 헥실데실에칠헥사노에이트, 티타늄디옥사이드, 페닐벤즈이미다졸설포닉애씨드, 세틸에칠헥사노에이트, 글리세린, 디프로필렌글라이콜, 트로메타민, 헥실라우레이트, 판테놀, 디스테아디모늄헥토라이트, 1,2-헥산디올, 디메치콘/비닐디메치콘크로스폴리머, 디메치콘/메치콘코폴리머, 메치콘, 타히티바닐라추출물, 징크스테아레이트, 이소스테아릭애씨드, 알라닐글루타민, 소르비탄세스퀴이소스테아레이트, 매도우스위트추출물, 알루미나, 브이피/에이코센코폴리머, 아크릴레이트/디메치콘코폴리머, 토코페릴아세테이트, 디포타슘글리제이트, 디스테아릴디모늄클로라이드, 지실추출물, 해수, 톨오일스테롤, 토코페롤, 카퍼트리펩타이드-1, 소듐아스코베이트, 만니톨, 리놀레익애씨드, 레시틴, 디팔미토일하이드록시프롤린, 라벤더꽃추출물, 어성초추출물, 사과수, 마시멜로뿌리추출물, 로즈마리잎추출물, 카보머, 폴리소르베이트20, 팔리토일올리고펩타이드, 팔미토일테트라펩타이드-7, 향료

[증정품-아크네폼]정제수, 미리스틱애씨드, 글리세린, 포타슘하이드록사이드, 스테아릭애씨드, 프로필렌글라이콜, 라우릭애씨드, 피이지-8, 글라이콜스테아레이트, 비즈왁스, 올리브오일, 글리세릴스테아레이트, 피이지-40하이드로제네이티드캐스터오일, 피이지-100스테아레이트, 판테놀, 아르니카꽃추출물, 세이지잎추출물, 세테아릴알코올, 살리실릭애씨드, 코카미도프로필베타인, 소르비톨, 트리소듐이디티에이, 소듐벤조에이트, 향료, 리모넨, 리날룰",30대,"건성, 복합성",None,76,804
닥터지 레드 블레미쉬 수딩 업 선스틱 21g,27000,"정제수, 코코-카프릴레이트/카프레이트, 다이부틸아디페이트, 합성왁스, 부틸옥틸살리실레이트, 다이에틸헥실2,6-나프탈레이트, 디에칠아미노하이드록시벤조일헥실벤조에이트, 비닐다이메티콘, 에칠헥실트리아존, 나이아신아마이드, 마이크로크리스탈린왁스, 비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머, 폴리실리콘-15, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 다이프로필렌글라이콜, 병풀추출물, 병풀뿌리추출물, 병풀잎추출물, 프랑스해안송껍질추출물, 타라열매추출물, 매실추출물, 사과추출물, 파파야열매추출물, 포도추출물, 코토니추출물, 밀몽화꽃추출물, 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 글리세릴카프릴레이트, 소듐클로라이드, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 부틸렌글라이콜, 에틸헥실글리세린, 아데노신, 1,2-헥산다이올, 효모발효물, 아시아티코사이드, 마데카소사이드, 토코페롤, 프로판다이올, 옥타데케인, 락틱애씨드/글라이콜릭애씨드코폴리머, 마데카식애씨드, 아시아틱애씨드, 잔탄검, 카프릴릴글라이콜",20대,"건성, 복합성",None,77,1246
에스쁘아 워터 스플래쉬 선크림 프레쉬 시카 60ml SPF50+ PA++++,22000,"정제수, 다이부틸아디페이트, 프로판다이올, 변성알코올, 부틸옥틸살리실레이트, 에칠헥실트리아존, 테레프탈릴리덴디캠퍼설포닉애씨드, 글리세린, 나이아신아마이드, 폴리글리세릴-3다이스테아레이트, 트로메타민, 1,2-헥산다이올, 펜틸렌글라이콜, 세테아릴알코올, 디에칠아미노하이드록시벤조일헥실벤조에이트, 카프릴릴메티콘, 폴리실리콘-15, 팔미틱애씨드, 실리카, 글리세릴스테아레이트, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 폴리메틸실세스퀴옥세인, 포타슘세틸포스페이트, 스테아릭애씨드, 메틸프로판다이올, 에탄올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 암모늄폴리아크릴로일다이메틸타우레이트, 향료, 에틸헥실글리세린, 글리세릴스테아레이트시트레이트, 카보머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 아데노신, 덱스트린, 폴리에터-1, 황벽나무껍질추출물, T-부틸알코올, 치자추출물, 미리스틱애씨드, 병풀추출물, 녹차수, 바이오사카라이드검-1, 부틸렌글라이콜, 토코페롤, 에난티아 클로란타껍질추출물, 바실러스/소이빈발효추출물, 꽃생강뿌리추출물, 바오밥나무열매추출물, 폴릭애씨드, 소듐하이알루로네이트, 올레아놀릭애씨드, 크산토필",20대,"건성, 복합성",None,78,204
[올리브영 단독기획] 휘게 릴리프 선 모이스처라이저 50ml 1+1 기획,27000,"정제수, 다이부틸아디페이트, 프로판다이올, 변성알코올, 편백수, 에칠헥실트리아존, 테레프탈릴리덴디캠퍼설포닉애씨드, 글리세린, 나이아신아마이드, 폴리글리세릴-3다이스테아레이트, 트로메타민, 1,2-헥산다이올, 펜틸렌글라이콜, 디에칠아미노하이드록시벤조일헥실벤조에이트, 세테아릴알코올, 카프릴릴메티콘, 폴리실리콘-15, 코치닐선인장열매추출물, 무화과추출물, 병풀추출물, 바오밥나무열매추출물, 보검선인장줄기추출물, 하이드로제네이티드레시틴, 카프릴릭/카프릭/석시닉트라이글리세라이드, 팔미틱애씨드, 글리세릴스테아레이트, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 포타슘세틸포스페이트, 폴리메틸실세스퀴옥세인, 스테아릭애씨드, 메틸프로판다이올, 자일리틸글루코사이드, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 안하이드로자일리톨, 실리카, 자일리톨, 에틸헥실글리세린, 폴리아크릴레이트크로스폴리머-6, 글리세릴스테아레이트시트레이트, 아데노신, 글루코오스, 다이소듐이디티에이, 소듐폴리아크릴레이트, 폴리에터-1, 미리스틱애씨드, t-부틸알코올, 부틸렌글라이콜, 바이오사카라이드검-1, 알파-비사보롤, 토코페롤, 세라마이드엔피",30대,"건성, 복합성",None,79,116
김정문알로에 큐어 아쿠아 마일드 그린 선 크림 40ml,25000,"알로에베라잎즙, 징크옥사이드, 사이클로헥사실록세인, 메틸트라이메티콘, 부틸 옥틸살리실레이트, 부틸렌글라이콜, 글리세린, 프로판다이올, 폴리글리세릴-3 폴리다이메틸실록시에틸다이메티콘, 다이스테아다이모늄헥토라이트, 1,2-헥산 다이올,폴리글리세릴-2다이폴리하이드록시스테아레이트, 마그네슘설페이트, 카프릴릴메티콘, 트라이에톡시카프릴릴실레인, 솔비탄세스퀴올리에이트, 정제수,라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 다이머 다이리놀레일다이머다이리놀리에이트, C30-45알킬세테아릴다이메티콘 크로스폴리머, 다이포타슘글리시리제이트, 에틸헥실글리세린, 병풀추출물, 멕시칸치아씨추출물, 하이드로제네이티드레시틴, 약모밀추출물, 무화과추출물, 서양배꽃추출물, 베타-글루칸, 세라마이드엔피, 폴스애플민트잎추출물, 녹차 추출물, 타임잎추출물",20대,"건성, 복합성",None,80,67
[퍼프 증정] 라타플랑 미나리 진정 선크림 기획세트 (50ml+20ml 증정),25000,"정제수, 미나리추출물, 다이부틸아디페이트, 프로판다이올, 에칠헥실트리아존, 테레프탈릴리덴디캠퍼설포닉애씨드, 나이아신아마이드, 트로메타민, 폴리글리세릴-3다이스테아레이트, 1,2-헥산다이올, 세테아릴알코올, 판테놀, 펜틸렌글라이콜, 디에칠아미노하이드록시벤조일헥실벤조에이트, 카프릴릴메티콘, 폴리실리콘-15, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 풍선덩굴꽃/잎/덩굴추출물, 향기제비꽃잎추출물, 병풀추출물, 약모밀추출물, 티트리잎추출물, 케이프알로에잎추출물, 냉초추출물, 더위지기추출물, 에키움 플란타기네움씨오일, 연필향나무오일, 불가리스쑥오일, 광곽향오일, 라벤더오일, 로즈마리잎오일, 캐모마일꽃오일, 옥틸도데칸올, 폴리메틸실세스퀴옥세인, 글리세릴스테아레이트, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 포타슘세틸포스페이트, 부틸렌글라이콜, 메틸프로판다이올, 카보머, 글리세릴스테아레이트시트레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 에틸헥실글리세린, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 아데노신, 폴리에터-1, 해바라기씨오일불검화물, 토코페롤, 바이오사카라이드검-1, 자일리틸글루코사이드, 안하이드로자일리톨, 자일리톨, 글루코오스",30대,"건성, 복합성",None,81,896
라로슈포제 유비데아 안뗄리오스 톤업 라이트 30ml 기획 (+똘러리앙 폼 15ml+시카밤 3ml 증정),35000,"유비데아 안뗄리오스 톤업 라이트
정제수 에칠헥실메톡시신나메이트 스쿠알란 티타늄디옥사이드 글리세린 드로메트리졸트리실록산 테레프탈릴리덴디캠퍼설포닉애씨드 프로필렌글라이콜 변성알코올 트라이에탄올아민 다이프로필렌글라이콜 마이카 스테아릭애씨드 포타슘세틸포스페이트 토코페롤 나일론-12 아크릴아마이드/소듐아크릴로일다이메틸타우레이트코폴리머 알루미늄하이드록사이드 비에이치티 비스-에칠헥실옥시페놀메톡시페닐트리아진 부틸렌글라이콜 시어버터씨드케이크추출물 카프릴릴글라이콜 카보머 세틸알코올 바륨설페이트 티타늄디옥사이드 디에칠아미노하이드록시벤조일헥실벤조에이트 다이소듐이디티에이 에칠헥실트리아존 글리세릴스테아레이트 아이소헥사데칸 미리스틱애씨드 모란뿌리추출물 팔미틱애씨드 피이지-100스테아레이트 페녹시에탄올 폴리솔베이트80 포타슘솔베이트 소듐클로라이드 소듐코코일사코시네이트 솔비탄올리에이트 테르무스테르모필루스발효물 트로메타민 잔탄검

시카플라스트 밤 B5+
정제수 하이드로제네이티드폴리아이소부텐 다이메티콘 글리세린 시어버터 판테놀 옥수수전분 프로판다이올 부틸렌글라이콜 세틸피이지/피피지-10/1다이메티콘 트라이하이드록시스테아린 병풀잎추출물 야콘뿌리즙 징크글루코네이트 마데카소사이드 망가니즈글루코네이트 알파-글루칸올리고사카라이드 실리카 알루미늄하이드록사이드 마그네슘설페이트 만노오스 카프릴로일글라이신 카프릴릴글라이콜 비트레오스실라발효물 시트릭애씨드 트라이소듐에틸렌다이아민다이석시네이트 락토바실러스 아세틸레이티드글라이콜스테아레이트 말토덱스트린 폴리글리세릴-4아이소스테아레이트 토코페롤 펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트 티타늄디옥사이드

똘러리앙 포밍 크림",30대,복합성,None,82,1447
