상품명,가격,성분,나이,피부타입,피부고민,랭킹,리뷰수
[베스트밀착수분] 셀퓨전씨 아쿠아티카 썬스크린 100 50ml 기획(쿨링패드 2매입2),39000,"정제수, 다이부틸아디페이트, 프로판다이올, 변성알코올, 에칠헥실트리아존, 테레프탈릴리덴디캠퍼설포닉애씨드, 글리세린,
폴리글리세릴-3다이스테아레이트, 트로메타민, 1,2-헥산다이올, 펜틸렌글라이콜, 디에칠아미노하이드록시벤조일헥실벤조에이트,
세테아릴알코올, 폴리실리콘-15, 워터민트추출물, 베르가모트오일, 소듐하이알루로네이트, 카프릴릴메티콘, 팔미틱애씨드,
글리세릴스테아레이트, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 포타슘세틸포스페이트, 폴리메틸실세스퀴옥세인, 스테아릭애씨드,
메틸프로판다이올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 에틸헥실글리세린, 폴리아크릴레이트크로스폴리머-6,
글리세릴스테아레이트시트레이트, 소듐폴리아크릴레이트, 폴리에터-1, 미리스틱애씨드, 피브이엠/엠에이코폴리머, t-부틸알코올,
알란토인, 다이프로필렌글라이콜, 바이오사카라이드검-1,토코페롤, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알
루로네이트, 리모넨, 리날룰",20대,"건성, 복합성",None,83,2406
프레시안 워터풀 시카 선로션 35ml (비건),30000,"정제수, 변성알코올, 에칠헥실메톡시신나메이트, 에칠헥실살리실레이트, 부틸렌글라이콜, 카프릴릴트라이메티콘, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 글리세린, 나이아신아마이드, 하이드로제네이티드레시틴, 디에칠아미노하이드록시벤조일헥실벤조에이트, 이소아밀P-메톡시신나메이트, 페닐벤즈이미다졸설포닉애씨드, 폴리솔베이트20, 에이치디아이/트라이메틸올헥실락톤크로스폴리머, 카프릴릭/카프릭트라이글리세라이드, 합성플루오르플로고파이트, 트로메타민, 폴리아크릴레이트크로스폴리머-6, 피이지-10레이프씨드스테롤, 피토스테릴/옥틸도데실라우로일글루타메이트, 알라닐글루타민, 육두구추출물, 스테아릭애씨드, 베헤닉애씨드, 아데노신, 알루미늄미리스테이트, 미리스틱애씨드, 실리카, T-부틸알코올, 병풀잎추출물, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 하이드롤라이즈드소듐하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 마데카소사이드, 소듐하이알루로네이트, 귤껍질추출물, 더덕뿌리추출물, 무화과추출물, 레몬밤잎추출물, 석류추출물, 향료, 리모넨, 리날룰, 헥실신남알, 시트랄",20대,"건성, 복합성",None,84,3
[한겹톤업] 아떼 비건 릴리프 톤업 선 비비 50ml 1+1 기획,34000,"정제수, 징크옥사이드, 사이클로헥사실록세인, 부틸옥틸살리실레이트, 프로판다이올, 프로필헵틸카프릴레이트, 아이소도데케인, 폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 티타늄디옥사이드, 카프릴릴메티콘, 나이아신아마이드, 폴리메틸실세스퀴옥세인, 복숭아추출물, 서양송악추출물, 마트리카리아추출물, 피버퓨추출물, 스피드웰추출물, 오이풀뿌리추출물, 소듐하이알루로네이트, 다이스테아다이모늄헥토라이트, 마그네슘설페이트, 트라이에톡시카프릴릴실레인, 1,2-헥산다이올, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 다이카프릴릴카보네이트, 마이카, 글리세릴카프릴레이트, 카프릴릴글라이콜, 알루미늄하이드록사이드, 에틸헥실글리세린, 아데노신, 토코페롤, 4-터피네올, 이노시톨, 부틸렌글라이콜, 메틸프로판다이올, 효모발효여과물, 구아이아줄렌, 향료, 황색산화철, 적색산화철, 흑색산화철",20대,복합성,None,85,159
AHC 세이프온 마일드 선 쿠션 25g,29000,"병풀추출물, 징크옥사이드 (CI 77947), 카프릴릴메티콘, 부틸옥틸살리실레이트, 티타늄디옥사이드 (CI 77891), 옥틸도데칸올, 메틸트라이메티콘, 폴리프로필실세스퀴옥세인, 아크릴레이트코폴리머, 폴리메틸실세스퀴옥세인, 폴리글리세릴-6폴리하이드록시스테아레이트, 티트리추출물, 사과추출물, 하이드롤라이즈드식물성단백질, 아보카도열매추출물, 코튼씨추출물, 효모발효추출물, 홀리바질잎추출물, 님잎추출물, 콘민트추출물, 키라야타추출물, 폴리페닐실세스퀴옥세인, 폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 트라이에톡시카프릴릴실레인, 아이소도데케인, 1,2-헥산다이올, 프로판다이올, 알파-비사보롤, 메틸메타크릴레이트크로스폴리머, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 알루미늄하이드록사이드, 폴리글리세릴-4올리에이트, 스테아릭애씨드, 실리카, 폴리글리세릴-6폴리리시놀리에이트, 글리세린, 폴리글리세릴-3폴리리시놀리에이트, 하이드록시아세토페논, 마그네슘설페이트, 아데노신, 폴리글리세린-6, 에틸헥실글리세린, 말토덱스트린, 카르노신, 하이드롤라이즈드알엔에이, 멘톤글리세린아세탈, 부틸렌글라이콜, 토코페롤, 마이크로코쿠스용해물, 아스코빌팔미테이트, 소듐디엔에이, 시트릭애씨드, 팔미토일트라이펩타이드-5, 크로뮴옥사이드그린 (CI 77288)",20대,복합성,None,86,1299
[화해1위]하멜 비건 아쿠아 글로우 선세럼 50ml,28000,"정제수, 다이부틸아디페이트, 프로판다이올, 부틸옥틸살리실레이트, 에칠헥실트리아존, 테레프탈릴리덴디캠퍼설포닉애씨드, 폴리글리세릴-3다이스테아레이트, 나이아신아마이드, 트로메타민, 1,2-헥산다이올, 펜틸렌글라이콜, 디에칠아미노하이드록시벤조일헥실벤조에이트, 폴리실리콘-15, 아이비고드열매추출물, 한련초추출물, 동백나무꽃추출물, 병풀추출물, 흰목이버섯추출물, 드럼스틱씨추출물, 꽃생강뿌리추출물, 소듐하이알루로네이트, 클레리오일, 글리세릴스테아레이트, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 세테아릴알코올, 글리세린, 카보머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 글리세릴스테아레이트시트레이트, 이눌린라우릴카바메이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 소듐스테아로일글루타메이트, 에틸헥실글리세린, 아데노신, 메틸프로판다이올, 폴리에터-1, 말토덱스트린, 하이드롤라이즈드식물성단백질, 바이오사카라이드검-1",20대,"건성, 복합성",None,87,186
마녀공장 파데프리 선크림 모이스처 50ml SPF50+ PA++++,28000,"정제수, 다이부틸아디페이트, 다이프로필렌글라이콜, 티타늄디옥사이드 (CI 77891), 글리세린, 아이소노닐아이소노나노에이트, 코코-카프릴레이트/카프레이트, 디에칠아미노하이드록시벤조일헥실벤조에이트, 나이아신아마이드, 폴리메틸실세스퀴옥세인, 1,2-헥산다이올, 돌나물추출물, 트루로즈오브예리코추출물, 하이드롤라이즈드하이알루로닉애씨드, 스쿠알란, 토코페롤, 부틸렌글라이콜, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 에칠헥실트리아존, 펜틸렌글라이콜, 폴리실리콘-15, 실리카, 테레프탈릴리덴디캠퍼설포닉애씨드, 폴리하이드록시스테아릭애씨드, 폴리글리세릴-3다이스테아레이트, 소듐폴리아크릴로일다이메틸타우레이트, 포타슘세틸포스페이트, 트로메타민, 아이소도데케인, 옥틸도데칸올, 알루미늄하이드록사이드, 스테아릭애씨드, 폴리아크릴레이트크로스폴리머-6, 암모늄폴리아크릴로일다이메틸타우레이트, 폴리글리세릴-4아이소스테아레이트, 아이소프로필티타늄트라이아이소스테아레이트, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 하이드록시프로필메틸셀룰로오스스테아록시에터, 에틸헥실글리세린, 소듐폴리아크릴레이트, 글리세릴스테아레이트시트레이트, 아데노신, 베헤닐알코올, 다이소듐이디티에이, 황색산화철 (CI 77492), 적색산화철 (CI 77491)",30대,"건성, 복합성",None,88,27
아넷사 퍼펙트 UV 선스크린 스킨케어 젤 N 90g,28000,"정제수, 에탄올, 에칠헥실메톡시신나메이트, 다이메티콘, 에칠헥실살리실레이트, 피이지/피피지-9/2다이메틸에터, 호모살레이트, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 에칠헥실트리아존, 다이아이소프로필세바케이트, 디에칠아미노하이드록시벤조일헥실벤조에이트, 실리카, 티타늄디옥사이드, 글리세린, 카프릴릴메티콘, 피피지-17, 아크릴아마이드/디마파아크릴레이트/메톡시피이지메타크릴레이트코폴리머, 페녹시에탄올, 덱스트린팔미테이트/에틸헥사노에이트, 트라이플루오로프로필다이메틸/트라이메틸실록시실리케이트, 하이드레이티드실리카, 피이지-60하이드로제네이티드캐스터오일, C30-45알킬메티콘, C30-45올레핀, 트라이에톡시카프릴릴실레인, 카보머, 포타슘하이드록사이드, 잔탄검, 아가, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 향료, 다이스테아릴다이모늄클로라이드, 부틸렌글라이콜, 스테아릭애씨드, 피이지/피피지-14/7다이메틸에터, 덱스트린팔미테이트, 피이지-6, 비에이치티, 사카라이드아이소머레이트, 다이포타슘글리시리제이트, 녹차추출물, 토멘틸뿌리추출물, 소듐시트레이트, 소듐아세틸레이티드하이알루로네이트, 시트릭애씨드, 합성플루오르플로고파이트, 트라이에톡시실릴에틸폴리다이메틸실록시에틸다이메티콘, 토코페롤, 수용성콜라겐, 리날룰, 리모넨, 헥실신남알, 제라니올, 시트로넬올",30대,"건성, 복합성",None,89,627
에끌라두 UV 오일프리 선크림 SPF50+PA ++++ 기획,28000,"정제수, 에칠헥실메토시신나메이트, 다이프로필렌글라이콜, 티타늄디옥사이드, 다이부틸아디페이트, C12-15알킬벤조에이트, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 디에칠아미노하이드록시벤조일헥실벤조에이트, 세테아릴알코올, 폴리솔베이트60, 세테아릴올리베이트, 1,2-헥산다이올, 에칠헥실트리아존, 세테아릴글루코사이드, 솔비탄올리베이트, 알로에베라잎즙가루, 알란토인, 판테놀, 베타-글루칸, 소듐하이알루로네이트, 봉선화꽃추출물, 찔레꽃열매추출물, 마카뿌리추출물, 비파나무잎추출물, 얌빈뿌리추출물, 흑효모발효물, 부틸렌글라이콜, 글리세린, 토코페릴아세테이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 솔비탄아이소스테아레이트, 알루미늄하이드록사이드, 스테아릭애씨드, 다이메티콘, 다이메티콘/비닐다이메티콘, 크로스폴리머, 라우레스-23, 소듐폴리아크릴레이트, 하이드로제네이티드폴리데센, 트라이데세스-6, 클로페네신, 데실렌글라이콜, 카프릴릴글라이콜, 펜틸렌글라이콜",30대,"건성, 복합성",None,90,1042
에스트라 더마UV365 장벽수분 무기자차 선크림 40ml+10ml 기획 (+크림10ml 증정)(2307),31000,"정제수, 징크옥사이드, 사이클로헥사실록세인, 프로판다이올, 부틸옥틸살리실레이트, 프로필헵틸카프릴레이트, 아이소도데케인, 폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 카프릴릴메티콘, 다이실록세인, 다이스테아다이모늄헥토라이트, 마그네슘설페이트, 트라이에톡시카프릴릴실레인, 1,2-헥산다이올, 폴리메틸실세스퀴옥세인, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 알란토인, 카프릴릴글라이콜, 글리세릴카프릴레이트, 에틸헥실글리세린, 소듐하이알루로네이트, 세라마이드엔피, 토코페롤, 소듐아세틸레이티드하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드",20대,복합성,None,91,1725
[베스트밀착톤업] 셀퓨전씨 토닝 썬스크린 1+1기획 (35ml+35ml),27900,"정제수, 사이클로펜타실록세인, 징크옥사이드, 호모살레이트, 에칠헥실살리실레이트, 코코-카프릴레이트/카프레이트, 다이프로필렌글라이콜, 카프릴릴메티콘, 티타늄디옥사이드, 라우릴피이지-10트리스(트라이메틸실록시)실릴에틸다이메티콘, 글리세린, 나이아신아마이드, 페닐트라이메티콘, 오렌지껍질오일, 올리브오일, 라벤더오일, 센티드제라늄꽃오일, 바질오일, 토코페릴아세테이트, 소듐아스코빌포스페이트, 판테놀, 글루타티온, 글리세릴리놀리네이트, 글리세릴아라키도네이트, 레티닐팔미테이트, 메나다이온, 바이오틴, 사이아노코발아민, 사카라이드아이소머레이트, 티아민에이치씨엘, 폴릭애씨드, 피리독신, 하이드롤라이즈드루핀단백질, 에틸헥실글리세린, 아데노신, 소듐하이알루로네이트, 알파-비사보롤, 소듐시트레이트, 토코페롤, 알부틴, 하이드로제네이티드레시틴, 세라마이드엔피, 수크로오스스테아레이트, 콜레스테롤, 콜레스테릴마카다미에이트, 팔미틱애씨드, 폴리글리세릴-10스테아레이트, 다이스테아다이모늄헥토라이트, 마그네슘설페이트, 메틸메타크릴레이트크로스폴리머, 비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머, 다이메티콘, 1,2-헥산다이올, 트라이에톡시카프릴릴실레인, 스테아릭애씨드, 알루미늄하이드록사이드, 솔비탄카프릴레이트, 다이카프릴릴카보네이트, 다이메티콘/피이지-10/15크로스폴리머, 글리세릴카프릴레이트, 다이메티콘/비닐다이메티콘크로스폴리머, 적색산화철, 황색산화철, 리날룰, 시트로넬올, 리모넨",20대,복합성,None,92,5190
차앤박(CNP) 마일드 카밍 선 50ml 1+1 기획,28000,"정제수, 징크옥사이드, 다이메티콘, 부틸옥틸살리실레이트, 폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 다이프로필렌글라이콜, 글리세린, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 1,2-헥산다이올, 다이스테아다이모늄헥토라이트, 아이소스테아릭애씨드, 마그네슘설페이트, 판테놀, 폴리메틸실세스퀴옥세인, 다이메티콘/폴리글리세린-3크로스폴리머, 트라이에톡시카프릴릴실레인, 벤조트라이아졸릴도데실P-크레솔, 피씨에이다이메티콘, 카프릴릭/카프릭트라이글리세라이드, 다이스테아릴다이모늄클로라이드, 아세타마이드엠이에이, 베티버뿌리오일, 육두구추출물, 팔미타마이드엠이에이, 사코신, 스쿠알란, 소듐시트레이트, 후추열매오일, 토코페롤, 생강오일, 마데카소사이드, 육계잎오일, 세라마이드엔피, 하이드로제네이티드레시틴, 다마스크장미꽃오일",20대,"건성, 복합성",None,93,216
컬러랩스 화이트태닝 100X 로션 300ml,32000,"정제수, 글리세린, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 나이아신아마이드, 시어버터, 코코-카프릴레이트/카프레이트, C14-22알코올, 1,2-헥산다이올, 베타인, 펜틸렌글라이콜, 글리세릴스테아레이트에스이, 카프릴릴메티콘, 비즈왁스, 세테아릴알코올, 솔비탄세스퀴올리에이트, C12-20알킬글루코사이드, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 베르가모트오일, 오렌지껍질오일, 에틸헥실글리세린, 카프릴릴글라이콜, 알파-비사보롤, 닥나무껍질추출물, 해바라기씨오일, 아데노신, 잔탄검, 멕시칸주니퍼오일, 유자추출물, 에탄올, 센티드제라늄꽃오일, 레몬껍질오일, 소듐하이알루로네이트,유칼립투스잎오일, 글루코오스, 글루타티온, 자작나무수액, 꿀추출물, 프로폴리스추출물, 알로에베라잎추출물, 알로에베라잎수,진주추출물, 쇠비름추출물, 코코넛야자열매추출물, 비타민나무열매추출물, 인삼추출물, 당호박씨추출물, 하이드롤라이즈드옥수수단백질, 하이드롤라이즈드콩단백질, 하이드롤라이즈드익스텐신,하이드롤라이즈드쌀단백질, 하이드롤라이즈드감자단백질, 병풀추출물, 인삼잎/줄기추출물, 호장근뿌리추출물, 황금추출물, 스페인감초뿌리추출물, 녹차추출물, 로즈마리잎추출물, 마트리카리아꽃추출물, 하이드롤라이즈드콜라겐, 글리세릴카프릴레이트, 당느릅나무뿌리추출물, 대왕송잎추출물, 달맞이꽃추출물, 칡뿌리추출물, 리모넨, 리날룰, 시트로넬올, 제라니올","20대,30대","건성, 복합성",None,94,527
아벤느 비-프로텍트 썬크림 SPF50+ PA++++ 30ml,30000,"메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀
비스에칠헥실옥시페놀메톡시페닐트리아진
디에칠헥실부타미도트리아존
부틸메톡시디벤조일메탄
아쿠아(아벤느 온천수)
C12-15알킬벤조에이트
다이카프릴릴카보네이트
정제수
실리카
알루미늄스타치옥테닐석시네이트
다이아이소프로필아디페이트
티타늄디옥사이드 (씨아이 77891)
데실글루코사이드
글리세릴스테아레이트
피이지-100스테아레이트
포타슘세틸포스페이트
브이피/에이코신코폴리머
아크릴레이트/암모늄메타크릴레이트코폴리머
아크릴레이트/C10-30알킬아크릴레이트크로스폴리머
알루미나
벤조익애씨드
부틸렌글라이콜
카프릴릭/카프릭트라이글리세라이드
카프릴릴글라이콜
다이소듐이디티에이
조합향료
글리세릴베헤네이트
글리세릴다이베헤네이트
황색산화철 (씨아이 77492)
적색산화철 (씨아이 77491)
흑색산화철 (씨아이 77499)
아이소프로필미리스테이트
옥소티아졸리딘
프로필렌글라이콜
소듐벤조에이트
소듐하이드록사이드
스테아릴알코올
토코페롤
토코페릴글루코사이드
트라이베헤닌
트라이에틸시트레이트
잔탄검",20대,복합성,None,95,430
[민감피부] 닥터지 그린마일드 업 선스틱 20g,25000,"옥틸도데칸올, 징크옥사이드, 세틸에틸헥사노에이트, 벤조트라이아졸릴도데실p-크레솔, 코코-카프릴레이트/카프레이트, C12-15알킬벤조에이트, 아이소프로필팔미테이트, 아크릴레이트코폴리머, 부틸렌글라이콜다이카프릴레이트/다이카프레이트, 실리카실릴레이트, 다이부틸라우로일글루타마이드, 다이부틸에틸헥사노일글루타마이드, 카프릴릭/카프릭트라이글리세라이드, 부틸옥틸살리실레이트, 덱스트린팔미테이트, 비닐다이메티콘, 비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머, 병풀추출물, 스피어민트추출물, 프랑스해안송껍질추출물, 타라열매추출물, 코토니추출물, 밀몽화꽃추출물, 녹차추출물, 은행나무잎추출물, 동백나무잎추출물, 로켓잎추출물, 밀싹추출물, 브로콜리싹추출물, 자주개자리추출물, 글리세릴카프릴레이트, 트라이에톡시카프릴릴실레인, 폴리하이드록시스테아릭애씨드, 폴리글리세릴-6폴리리시놀리에이트, 토코페롤, 정제수, 7-데하이드로콜레스테롤, 엑토인, 프로판다이올, 부틸렌글라이콜, 락토바실러스발효물, 1,2-헥산다이올, 향료",20대,복합성,None,96,3563
블랙몬스터 밸런싱 알로에 선크림 50ml,14000,"알로에베라잎추출물, 사이클로펜타실록세인, 호모살레이트, 에칠헥실살리실레이트, 티타늄디옥사이드, 다이프로필렌글라이콜, 실리카, 라우릴피이지-10트리스(트라이메틸록시)실릴에틸다이메티콘, 부틸옥틸살리실레이트, 카프릴릴메티콘, 다이부틸아디페이트, 디에칠아미노하이드록시벤조일헥실벤조에이트, 아크릴레이트코폴리머, C12-15알킬벤조에이트, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 참마뿌리추출물, 다시마추출물, 당느릅나무뿌리추출물, 제비꽃꽃추출물, 실론시나몬나무껍질추출물, 연꽃꽃추출물, 센티드제라늄추출물, 오이풀뿌리추출물, 아선약추출물, 쿼터늄-18벤토나이트, 1,2-2헥산다이올, 다이메티콘/비닐다이메티콘크로스폴리머, 다이메티콘, 마그네슘설페이트, 알루미늄하이드록사이드, 스테아릭애씨드, 향료, 실리카다이메틸실릴레이트, 정제수, 아크릴레이트/다이메티콘코폴리머, 토코페릴아세테이트, 소듐벤조에이트, 다이소듐이디티에이, 글리세린, 포타슘솔베이트, 폴리하이드록시스테아릭애씨드, 에틸헥실팔미테이트, 아이소프로필미리스테이트, 아이소스테아릭애씨드, 레시틴, 크로뮴옥사이드그린, 폴리글리세릴-3폴리리시놀리에이트, 부틸렌글라이콜, 토코페롤","20대,40대 이상","건성, 복합성",None,97,10
성분에디터 그린토마토 포어 블러링 선크림 50g,24500,"정제수, 다이부틸아디페이트, 에칠헥실트리아존, 디에칠아미노하이드록시벤조일헥실벤조에이트, 부틸옥틸살리실레이트, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 프로판다이올, 메틸프로판다이올, 페닐트라이메티콘, 카프릴릴메티콘, 나이아신아마이드, 티타늄디옥사이드 (CI 77891), 1,2-헥산다이올, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 트로메타민, C30-45알킬세테아릴다이메티콘크로스폴리머, 부틸렌글라이콜, 브이피/에이코신코폴리머, 카보머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 폴리아크릴레이트크로스폴리머-6, 토마토추출물, 황련추출물, 서양배추출물, 다마스크장미꽃수, 치자추출물, 아데노신, 오리스뿌리추출물, 멜론추출물, 서양송악잎/줄기추출물, 글루타티온, 미로탐누스플라벨리폴리아잎추출물, 병풀잎추출물, 글리세린, 시트릭애씨드, 별꽃추출물, 소듐하이알루로네이트, 락토바실러스발효물, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 수용성콜라겐, 소듐아세틸레이티드하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드콜라겐, 카퍼트라이펩타이드-1, 세린, 수크로오스, 글라이신, 칼슘클로라이드, 씨솔트, 알라닌, 마그네슘클로라이드, 트레오닌, 히스티딘, 아스파틱애씨드, 발린, 아텔로콜라겐, 프롤린, 다이포타슘포스페이트, 라이신, 류신, 타이로신, 아이소류신, 마그네슘시트레이트, 글루코사민에이치씨엘, 페닐알라닌, 글루타믹애씨드, 알지닌, 1-메틸하이단토인-2-이미드, 아스파라진, 시트룰린, 메티오닌, 타우린, 트립토판, 포믹애씨드, 글루타민, 시스테인, 스테아릴알코올, 세틸알코올, 에틸헥실글리세린, 소듐스테아로일글루타메이트, 알루미늄하이드록사이드, 트라이에톡시카프릴릴실레인, t-부틸알코올, 미리스틸알코올, 라우릴알코올, 마그네슘피씨에이",30대,복합성,None,98,44
가히 링클 바운스 에센셜 선크림 50ml,24500,"정제수,호모살레이트,에칠헥실메톡시신나메이트, 다이프로필렌글라이콜,에탄올,에칠헥실살리실레이트, 부틸렌글라이콜,부틸메톡시디벤조일메탄,나이아신아마이드,비스-에칠헥실 옥시페놀메톡시페닐트리아진, 다이부틸아디페이트, 글리세린, 옥토크릴렌, 펜틸렌글라이콜, 울금뿌리추출물,한련초추출물, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 드럼스틱씨오일, 참산호말추출물, 인도멀구슬나무껍질추출물, 홀리바질잎추출물,하이드롤라이즈드콜라겐, 카놀라오일, 타라열매추출물, 락토바실러스/호밀가루발효물, 락토바실러스/소이밀크발효여과물, 바실러스/소이빈발효추출물,클로렐라 불가리스추출물, 코토니추출물, 당근씨오일, 소듐하이알루로네이트,접시꽃추출물,당근추출물,해바라기씨오일, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 폴리메틸실세스퀴옥세인, 실리카, 소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 아이소헥사데칸,글리세릴스테아레이트, 피이지-100스테아레이트, 카프릴릴글라이콜, 아크릴레이트코폴리머, 폴리솔베이트80, 에틸헥실글리세린, 아데노신, 솔비탄올리에이트,토코페롤, 1,2-헥산다이올, 수용성프로테오글리칸, 소듐디엔에이, 베타-카로틴, 토코페릴아세테이트, 하이드롤라이즈드소듐하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 피이지-9다이글리시딜에터/소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 폴릭애씨드, 판토테닉애씨드, 프로판다이올, 피리독신, 티아민에이치씨엘, 사이아노코발아민, 하이드록시데실유비퀴논, 리보플라빈, 다이메틸실란올하이알루로네이트, 다이소듐이디티에이, 소듐벤조에이트, 향료, 벤질살리실레이트, 벤질벤조에이트, 부틸페닐메틸프로피오날, 헥실신남알, 하이드록시시트로넬알,시트로넬올",20대,"건성, 복합성",None,99,116
[선우PICK]메디힐 비타마이드 잡티 선크림 50ml 1+1 기획,25000,"정제수, 징크옥사이드, 프로필헵틸카프릴레이트, 부틸옥틸살리실레이트, 부틸렌글라이콜다이카프릴레이트/다이카프레이트, 프로판다이올, 티타늄디옥사이드, 다이카프릴릴에터, 카프릴릴메티콘, 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 나이아신아마이드(20,000 ppm), 메틸메타크릴레이트크로스폴리머, 폴리프로필실세스퀴옥세인, 트라이메틸실록시실리케이트, 다이스테아다이모늄헥토라이트, 마그네슘설페이트, 알루미늄하이드록사이드, 스테아릭애씨드, 트라이에톡시카프릴릴실레인, 1,2-헥산다이올, 폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 다이메티콘/비닐다이메티콘크로스폴리머, 글리세릴카프릴레이트, 카프릴릴글라이콜, 다이카프릴릴카보네이트, 마이카, 에틸헥실글리세린, 아데노신, 적색산화철, 황색산화철, 토코페롤(38 ppm), 사이아노코발아민(1 ppm), 부틸렌글라이콜, 락토바실러스발효물, 별꽃추출물, 대왕송잎추출물, 칡뿌리추출물, 달맞이꽃꽃추출물, 당느릅나무뿌리추출물, 향료",20대,복합성,None,100,183
